"CNTRY","YEAR","SAMPLE","AGE","SEX","population"
"Chile","2002","Chile 2002","18","Male","128980"
"Chile","2002","Chile 2002","18","Female","123440"
"Chile","2002","Chile 2002","19","Male","124490"
"Chile","2002","Chile 2002","19","Female","122930"
"Chile","2002","Chile 2002","20","Male","127550"
"Chile","2002","Chile 2002","20","Female","128610"
"Chile","2002","Chile 2002","21","Male","123650"
"Chile","2002","Chile 2002","21","Female","121460"
"Chile","2002","Chile 2002","22","Male","124390"
"Chile","2002","Chile 2002","22","Female","118760"
"Chile","2002","Chile 2002","23","Male","116250"
"Chile","2002","Chile 2002","23","Female","116920"
"Chile","2002","Chile 2002","24","Male","113330"
"Chile","2002","Chile 2002","24","Female","112860"
"Chile","2002","Chile 2002","25","Male","110770"
"Chile","2002","Chile 2002","25","Female","112040"
"Chile","2002","Chile 2002","26","Male","113040"
"Chile","2002","Chile 2002","26","Female","118020"
"Chile","2002","Chile 2002","27","Male","123140"
"Chile","2002","Chile 2002","27","Female","124880"
"Chile","2002","Chile 2002","28","Male","125160"
"Chile","2002","Chile 2002","28","Female","123290"
"Chile","2002","Chile 2002","29","Male","120670"
"Chile","2002","Chile 2002","29","Female","121960"
"Chile","2002","Chile 2002","30","Male","124630"
"Chile","2002","Chile 2002","30","Female","128680"
"Chile","2002","Chile 2002","31","Male","115270"
"Chile","2002","Chile 2002","31","Female","115640"
"Chile","2002","Chile 2002","32","Male","119080"
"Chile","2002","Chile 2002","32","Female","123650"
"Chile","2002","Chile 2002","33","Male","120590"
"Chile","2002","Chile 2002","33","Female","120650"
"Chile","2002","Chile 2002","34","Male","116060"
"Chile","2002","Chile 2002","34","Female","119350"
"Chile","2002","Chile 2002","35","Male","115390"
"Chile","2002","Chile 2002","35","Female","120540"
"Chile","2002","Chile 2002","36","Male","123310"
"Chile","2002","Chile 2002","36","Female","127380"
"Chile","2002","Chile 2002","37","Male","124010"
"Chile","2002","Chile 2002","37","Female","129350"
"Chile","2002","Chile 2002","38","Male","125200"
"Chile","2002","Chile 2002","38","Female","129010"
"Chile","2002","Chile 2002","39","Male","122290"
"Chile","2002","Chile 2002","39","Female","124530"
"Chile","2002","Chile 2002","40","Male","119060"
"Chile","2002","Chile 2002","40","Female","126820"
"Chile","2002","Chile 2002","41","Male","104000"
"Chile","2002","Chile 2002","41","Female","109440"
"Chile","2002","Chile 2002","42","Male","126150"
"Chile","2002","Chile 2002","42","Female","131580"
"Chile","2002","Chile 2002","43","Male","106920"
"Chile","2002","Chile 2002","43","Female","113390"
"Chile","2002","Chile 2002","44","Male","92960"
"Chile","2002","Chile 2002","44","Female","95840"
"Chile","2002","Chile 2002","45","Male","95040"
"Chile","2002","Chile 2002","45","Female","99900"
"Chile","2002","Chile 2002","46","Male","90890"
"Chile","2002","Chile 2002","46","Female","95500"
"Chile","2002","Chile 2002","47","Male","89240"
"Chile","2002","Chile 2002","47","Female","94330"
"Chile","2002","Chile 2002","48","Male","87360"
"Chile","2002","Chile 2002","48","Female","90540"
"Chile","2002","Chile 2002","49","Male","78750"
"Chile","2002","Chile 2002","49","Female","82090"
"Chile","2002","Chile 2002","50","Male","77850"
"Chile","2002","Chile 2002","50","Female","84260"
"Chile","2002","Chile 2002","51","Male","69880"
"Chile","2002","Chile 2002","51","Female","71930"
"Chile","2002","Chile 2002","52","Male","84190"
"Chile","2002","Chile 2002","52","Female","87190"
"Chile","2002","Chile 2002","53","Male","70490"
"Chile","2002","Chile 2002","53","Female","74800"
"Chile","2002","Chile 2002","54","Male","65970"
"Chile","2002","Chile 2002","54","Female","71920"
"Chile","2002","Chile 2002","55","Male","59340"
"Chile","2002","Chile 2002","55","Female","65430"
"Chile","2002","Chile 2002","56","Male","63070"
"Chile","2002","Chile 2002","56","Female","65690"
"Chile","2002","Chile 2002","57","Male","58490"
"Chile","2002","Chile 2002","57","Female","60950"
"Chile","2002","Chile 2002","58","Male","58580"
"Chile","2002","Chile 2002","58","Female","63040"
"Chile","2002","Chile 2002","59","Male","54560"
"Chile","2002","Chile 2002","59","Female","57500"
"Chile","2002","Chile 2002","60","Male","53470"
"Chile","2002","Chile 2002","60","Female","62850"
"Chile","2002","Chile 2002","61","Male","45520"
"Chile","2002","Chile 2002","61","Female","49580"
"Chile","2002","Chile 2002","62","Male","53240"
"Chile","2002","Chile 2002","62","Female","57690"
"Chile","2002","Chile 2002","63","Male","43040"
"Chile","2002","Chile 2002","63","Female","49930"
"Chile","2002","Chile 2002","64","Male","42220"
"Chile","2002","Chile 2002","64","Female","46360"
"Chile","2002","Chile 2002","65","Male","46990"
"Chile","2002","Chile 2002","65","Female","54700"
"Chile","2002","Chile 2002","66","Male","37470"
"Chile","2002","Chile 2002","66","Female","43670"
"Chile","2002","Chile 2002","67","Male","37320"
"Chile","2002","Chile 2002","67","Female","42850"
"Chile","2002","Chile 2002","68","Male","32410"
"Chile","2002","Chile 2002","68","Female","39290"
"Chile","2002","Chile 2002","69","Male","30570"
"Chile","2002","Chile 2002","69","Female","36140"
"Chile","2002","Chile 2002","70","Male","33130"
"Chile","2002","Chile 2002","70","Female","41590"
"Chile","2002","Chile 2002","71","Male","30600"
"Chile","2002","Chile 2002","71","Female","35900"
"Chile","2002","Chile 2002","72","Male","36410"
"Chile","2002","Chile 2002","72","Female","43840"
"Chile","2002","Chile 2002","73","Male","28990"
"Chile","2002","Chile 2002","73","Female","36820"
"Chile","2002","Chile 2002","74","Male","27080"
"Chile","2002","Chile 2002","74","Female","34890"
"Chile","2002","Chile 2002","75","Male","23610"
"Chile","2002","Chile 2002","75","Female","31360"
"Chile","2002","Chile 2002","76","Male","19720"
"Chile","2002","Chile 2002","76","Female","26930"
"Chile","2002","Chile 2002","77","Male","17740"
"Chile","2002","Chile 2002","77","Female","23400"
"Chile","2002","Chile 2002","78","Male","17640"
"Chile","2002","Chile 2002","78","Female","25250"
"Chile","2002","Chile 2002","79","Male","13220"
"Chile","2002","Chile 2002","79","Female","19440"
"Chile","2002","Chile 2002","80","Male","14220"
"Chile","2002","Chile 2002","80","Female","21990"
"Chile","2002","Chile 2002","81","Male","11130"
"Chile","2002","Chile 2002","81","Female","16120"
"Chile","2002","Chile 2002","82","Male","11990"
"Chile","2002","Chile 2002","82","Female","18250"
"Chile","2002","Chile 2002","83","Male","8790"
"Chile","2002","Chile 2002","83","Female","14170"
"Chile","2002","Chile 2002","84","Male","8200"
"Chile","2002","Chile 2002","84","Female","14220"
"Chile","2002","Chile 2002","85","Male","6840"
"Chile","2002","Chile 2002","85","Female","12480"
"Chile","2002","Chile 2002","86","Male","6430"
"Chile","2002","Chile 2002","86","Female","11870"
"Chile","2002","Chile 2002","87","Male","4910"
"Chile","2002","Chile 2002","87","Female","10070"
"Chile","2002","Chile 2002","88","Male","4550"
"Chile","2002","Chile 2002","88","Female","7800"
"Chile","2002","Chile 2002","89","Male","3100"
"Chile","2002","Chile 2002","89","Female","7550"
"Chile","2002","Chile 2002","90","Male","2510"
"Chile","2002","Chile 2002","90","Female","5740"
"Chile","2002","Chile 2002","91","Male","2180"
"Chile","2002","Chile 2002","91","Female","3850"
"Chile","2002","Chile 2002","92","Male","2120"
"Chile","2002","Chile 2002","92","Female","4710"
"Chile","2002","Chile 2002","93","Male","1450"
"Chile","2002","Chile 2002","93","Female","2790"
"Chile","2002","Chile 2002","94","Male","1000"
"Chile","2002","Chile 2002","94","Female","2260"
"Chile","2002","Chile 2002","95","Male","750"
"Chile","2002","Chile 2002","95","Female","1510"
"Chile","2002","Chile 2002","96","Male","670"
"Chile","2002","Chile 2002","96","Female","1410"
"Chile","2002","Chile 2002","97","Male","490"
"Chile","2002","Chile 2002","97","Female","1090"
"Chile","2002","Chile 2002","98","Male","420"
"Chile","2002","Chile 2002","98","Female","1080"
"Chile","2002","Chile 2002","99","Male","480"
"Chile","2002","Chile 2002","99","Female","650"
"Chile","2002","Chile 2002","100+","Male","420"
"Chile","2002","Chile 2002","100+","Female","820"
"China","1982","China 1982","Less than 1 year","Male","10800800"
"China","1982","China 1982","Less than 1 year","Female","10012700"
"China","1982","China 1982","1 year","Male","9019500"
"China","1982","China 1982","1 year","Female","8380200"
"China","1982","China 1982","2 years","Male","9498600"
"China","1982","China 1982","2 years","Female","8732100"
"China","1982","China 1982","3","Male","10149200"
"China","1982","China 1982","3","Female","9547300"
"China","1982","China 1982","4","Male","9567200"
"China","1982","China 1982","4","Female","9053300"
"China","1982","China 1982","5","Male","9983700"
"China","1982","China 1982","5","Female","9407600"
"China","1982","China 1982","6","Male","10533700"
"China","1982","China 1982","6","Female","9949500"
"China","1982","China 1982","7","Male","11248900"
"China","1982","China 1982","7","Female","10578800"
"China","1982","China 1982","8","Male","12364200"
"China","1982","China 1982","8","Female","11627100"
"China","1982","China 1982","9","Male","12905300"
"China","1982","China 1982","9","Female","12158500"
"China","1982","China 1982","10","Male","12901400"
"China","1982","China 1982","10","Female","12215000"
"China","1982","China 1982","11","Male","14048100"
"China","1982","China 1982","11","Female","13218900"
"China","1982","China 1982","12","Male","13618900"
"China","1982","China 1982","12","Female","12862400"
"China","1982","China 1982","13","Male","14546700"
"China","1982","China 1982","13","Female","13703600"
"China","1982","China 1982","14","Male","12599300"
"China","1982","China 1982","14","Female","11895100"
"China","1982","China 1982","15","Male","11700400"
"China","1982","China 1982","15","Female","11026500"
"China","1982","China 1982","16","Male","13244100"
"China","1982","China 1982","16","Female","12438100"
"China","1982","China 1982","17","Male","12476300"
"China","1982","China 1982","17","Female","11958800"
"China","1982","China 1982","18","Male","12678600"
"China","1982","China 1982","18","Female","12436800"
"China","1982","China 1982","19","Male","13703000"
"China","1982","China 1982","19","Female","13748800"
"China","1982","China 1982","20","Male","7741600"
"China","1982","China 1982","20","Female","7900500"
"China","1982","China 1982","21","Male","5316400"
"China","1982","China 1982","21","Female","5360300"
"China","1982","China 1982","22","Male","7368100"
"China","1982","China 1982","22","Female","6990300"
"China","1982","China 1982","23","Male","7365600"
"China","1982","China 1982","23","Female","6926000"
"China","1982","China 1982","24","Male","10189700"
"China","1982","China 1982","24","Female","9321400"
"China","1982","China 1982","25","Male","9774800"
"China","1982","China 1982","25","Female","9103000"
"China","1982","China 1982","26","Male","9261100"
"China","1982","China 1982","26","Female","8675800"
"China","1982","China 1982","27","Male","10166100"
"China","1982","China 1982","27","Female","9516100"
"China","1982","China 1982","28","Male","9604900"
"China","1982","China 1982","28","Female","9069800"
"China","1982","China 1982","29","Male","8960000"
"China","1982","China 1982","29","Female","8539200"
"China","1982","China 1982","30","Male","8887400"
"China","1982","China 1982","30","Female","8428100"
"China","1982","China 1982","31","Male","7567100"
"China","1982","China 1982","31","Female","7056900"
"China","1982","China 1982","32","Male","8069500"
"China","1982","China 1982","32","Female","7284300"
"China","1982","China 1982","33","Male","6883400"
"China","1982","China 1982","33","Female","6256300"
"China","1982","China 1982","34","Male","6587600"
"China","1982","China 1982","34","Female","5917900"
"China","1982","China 1982","35","Male","6483800"
"China","1982","China 1982","35","Female","5846800"
"China","1982","China 1982","36","Male","5893100"
"China","1982","China 1982","36","Female","5396600"
"China","1982","China 1982","37","Male","5502900"
"China","1982","China 1982","37","Female","4997200"
"China","1982","China 1982","38","Male","5445100"
"China","1982","China 1982","38","Female","4824300"
"China","1982","China 1982","39","Male","5148600"
"China","1982","China 1982","39","Female","4537500"
"China","1982","China 1982","40","Male","5298600"
"China","1982","China 1982","40","Female","4698100"
"China","1982","China 1982","41","Male","5310900"
"China","1982","China 1982","41","Female","4653900"
"China","1982","China 1982","42","Male","4967800"
"China","1982","China 1982","42","Female","4356600"
"China","1982","China 1982","43","Male","4994500"
"China","1982","China 1982","43","Female","4403000"
"China","1982","China 1982","44","Male","5156500"
"China","1982","China 1982","44","Female","4447100"
"China","1982","China 1982","45","Male","5121600"
"China","1982","China 1982","45","Female","4497400"
"China","1982","China 1982","46","Male","5134400"
"China","1982","China 1982","46","Female","4591600"
"China","1982","China 1982","47","Male","4877900"
"China","1982","China 1982","47","Female","4418400"
"China","1982","China 1982","48","Male","5011500"
"China","1982","China 1982","48","Female","4444400"
"China","1982","China 1982","49","Male","4976400"
"China","1982","China 1982","49","Female","4416300"
"China","1982","China 1982","50","Male","4503200"
"China","1982","China 1982","50","Female","4054100"
"China","1982","China 1982","51","Male","4313400"
"China","1982","China 1982","51","Female","3820500"
"China","1982","China 1982","52","Male","4435900"
"China","1982","China 1982","52","Female","3948500"
"China","1982","China 1982","53","Male","4059400"
"China","1982","China 1982","53","Female","3691300"
"China","1982","China 1982","54","Male","4137600"
"China","1982","China 1982","54","Female","3743200"
"China","1982","China 1982","55","Male","3721000"
"China","1982","China 1982","55","Female","3380100"
"China","1982","China 1982","56","Male","3581600"
"China","1982","China 1982","56","Female","3319400"
"China","1982","China 1982","57","Male","3659500"
"China","1982","China 1982","57","Female","3398100"
"China","1982","China 1982","58","Male","3483700"
"China","1982","China 1982","58","Female","3318500"
"China","1982","China 1982","59","Male","3100000"
"China","1982","China 1982","59","Female","2961300"
"China","1982","China 1982","60","Male","3106500"
"China","1982","China 1982","60","Female","3053200"
"China","1982","China 1982","61","Male","2920500"
"China","1982","China 1982","61","Female","2869200"
"China","1982","China 1982","62","Male","2827300"
"China","1982","China 1982","62","Female","2834600"
"China","1982","China 1982","63","Male","2460800"
"China","1982","China 1982","63","Female","2536900"
"China","1982","China 1982","64","Male","2377700"
"China","1982","China 1982","64","Female","2429200"
"China","1982","China 1982","65","Male","2329600"
"China","1982","China 1982","65","Female","2466900"
"China","1982","China 1982","66","Male","2173600"
"China","1982","China 1982","66","Female","2308600"
"China","1982","China 1982","67","Male","1985800"
"China","1982","China 1982","67","Female","2151100"
"China","1982","China 1982","68","Male","2027900"
"China","1982","China 1982","68","Female","2219100"
"China","1982","China 1982","69","Male","1685700"
"China","1982","China 1982","69","Female","1883800"
"China","1982","China 1982","70","Male","1507100"
"China","1982","China 1982","70","Female","1743500"
"China","1982","China 1982","71","Male","1399400"
"China","1982","China 1982","71","Female","1652900"
"China","1982","China 1982","72","Male","1296700"
"China","1982","China 1982","72","Female","1615100"
"China","1982","China 1982","73","Male","1196000"
"China","1982","China 1982","73","Female","1559500"
"China","1982","China 1982","74","Male","1008400"
"China","1982","China 1982","74","Female","1333700"
"China","1982","China 1982","75","Male","895500"
"China","1982","China 1982","75","Female","1211300"
"China","1982","China 1982","76","Male","840700"
"China","1982","China 1982","76","Female","1178500"
"China","1982","China 1982","77","Male","675900"
"China","1982","China 1982","77","Female","1011500"
"China","1982","China 1982","78","Male","609400"
"China","1982","China 1982","78","Female","916200"
"China","1982","China 1982","79","Male","509300"
"China","1982","China 1982","79","Female","800000"
"China","1982","China 1982","80","Male","417100"
"China","1982","China 1982","80","Female","695800"
"China","1982","China 1982","81","Male","337300"
"China","1982","China 1982","81","Female","573100"
"China","1982","China 1982","82","Male","239700"
"China","1982","China 1982","82","Female","446800"
"China","1982","China 1982","83","Male","185300"
"China","1982","China 1982","83","Female","336500"
"China","1982","China 1982","84","Male","150700"
"China","1982","China 1982","84","Female","293900"
"China","1982","China 1982","85","Male","117300"
"China","1982","China 1982","85","Female","238600"
"China","1982","China 1982","86","Male","82500"
"China","1982","China 1982","86","Female","182800"
"China","1982","China 1982","87","Male","66800"
"China","1982","China 1982","87","Female","143200"
"China","1982","China 1982","88","Male","45500"
"China","1982","China 1982","88","Female","113300"
"China","1982","China 1982","89","Male","33000"
"China","1982","China 1982","89","Female","79400"
"China","1982","China 1982","90","Male","23600"
"China","1982","China 1982","90","Female","60300"
"China","1982","China 1982","91","Male","14900"
"China","1982","China 1982","91","Female","38200"
"China","1982","China 1982","92","Male","8900"
"China","1982","China 1982","92","Female","28100"
"China","1982","China 1982","93","Male","7400"
"China","1982","China 1982","93","Female","17800"
"China","1982","China 1982","94","Male","3400"
"China","1982","China 1982","94","Female","12800"
"China","1982","China 1982","95","Male","3500"
"China","1982","China 1982","95","Female","9900"
"China","1982","China 1982","96","Male","2400"
"China","1982","China 1982","96","Female","6700"
"China","1982","China 1982","97","Male","1600"
"China","1982","China 1982","97","Female","3100"
"China","1982","China 1982","98","Male","1600"
"China","1982","China 1982","98","Female","4000"
"China","1982","China 1982","99","Male","2000"
"China","1982","China 1982","99","Female","2100"
"China","1982","China 1982","Not reported/missing","Male","82700"
"China","1982","China 1982","Not reported/missing","Female","85600"
"China","1990","China 1990","Less than 1 year","Male","12778300"
"China","1990","China 1990","Less than 1 year","Female","11390400"
"China","1990","China 1990","1 year","Male","12840900"
"China","1990","China 1990","1 year","Female","11410100"
"China","1990","China 1990","2 years","Male","13167000"
"China","1990","China 1990","2 years","Female","11953000"
"China","1990","China 1990","3","Male","13132900"
"China","1990","China 1990","3","Female","12055800"
"China","1990","China 1990","4","Male","11584600"
"China","1990","China 1990","4","Female","10725000"
"China","1990","China 1990","5","Male","10789300"
"China","1990","China 1990","5","Female","9991200"
"China","1990","China 1990","6","Male","10358900"
"China","1990","China 1990","6","Female","9521200"
"China","1990","China 1990","7","Male","11024700"
"China","1990","China 1990","7","Female","10054800"
"China","1990","China 1990","8","Male","11874000"
"China","1990","China 1990","8","Female","11029200"
"China","1990","China 1990","9","Male","9816100"
"China","1990","China 1990","9","Female","9137100"
"China","1990","China 1990","10","Male","10432800"
"China","1990","China 1990","10","Female","9642900"
"China","1990","China 1990","11","Male","10432000"
"China","1990","China 1990","11","Female","9790300"
"China","1990","China 1990","12","Male","10189600"
"China","1990","China 1990","12","Female","9569800"
"China","1990","China 1990","13","Male","10448600"
"China","1990","China 1990","13","Female","9808900"
"China","1990","China 1990","14","Male","11106800"
"China","1990","China 1990","14","Female","10411300"
"China","1990","China 1990","15","Male","11652800"
"China","1990","China 1990","15","Female","11044300"
"China","1990","China 1990","16","Male","12568900"
"China","1990","China 1990","16","Female","11944000"
"China","1990","China 1990","17","Male","13146300"
"China","1990","China 1990","17","Female","12441500"
"China","1990","China 1990","18","Male","13008600"
"China","1990","China 1990","18","Female","12365200"
"China","1990","China 1990","19","Male","13878300"
"China","1990","China 1990","19","Female","13241600"
"China","1990","China 1990","20","Male","13945400"
"China","1990","China 1990","20","Female","13467500"
"China","1990","China 1990","21","Male","14701300"
"China","1990","China 1990","21","Female","14005300"
"China","1990","China 1990","22","Male","13391400"
"China","1990","China 1990","22","Female","12570400"
"China","1990","China 1990","23","Male","12400800"
"China","1990","China 1990","23","Female","11673800"
"China","1990","China 1990","24","Male","13577000"
"China","1990","China 1990","24","Female","12850300"
"China","1990","China 1990","25","Male","13296500"
"China","1990","China 1990","25","Female","12489700"
"China","1990","China 1990","26","Male","13689300"
"China","1990","China 1990","26","Female","12959500"
"China","1990","China 1990","27","Male","14813200"
"China","1990","China 1990","27","Female","13756400"
"China","1990","China 1990","28","Male","8548900"
"China","1990","China 1990","28","Female","8160200"
"China","1990","China 1990","29","Male","6222700"
"China","1990","China 1990","29","Female","5951500"
"China","1990","China 1990","30","Male","7868300"
"China","1990","China 1990","30","Female","7319400"
"China","1990","China 1990","31","Male","7919900"
"China","1990","China 1990","31","Female","7164500"
"China","1990","China 1990","32","Male","10523700"
"China","1990","China 1990","32","Female","9479300"
"China","1990","China 1990","33","Male","9996100"
"China","1990","China 1990","33","Female","9213900"
"China","1990","China 1990","34","Male","9621400"
"China","1990","China 1990","34","Female","8954900"
"China","1990","China 1990","35","Male","10541900"
"China","1990","China 1990","35","Female","9818500"
"China","1990","China 1990","36","Male","9938600"
"China","1990","China 1990","36","Female","9309800"
"China","1990","China 1990","37","Male","9313000"
"China","1990","China 1990","37","Female","8781200"
"China","1990","China 1990","38","Male","9114200"
"China","1990","China 1990","38","Female","8603900"
"China","1990","China 1990","39","Male","7863700"
"China","1990","China 1990","39","Female","7414900"
"China","1990","China 1990","40","Male","8431600"
"China","1990","China 1990","40","Female","7644900"
"China","1990","China 1990","41","Male","7102200"
"China","1990","China 1990","41","Female","6526800"
"China","1990","China 1990","42","Male","6822600"
"China","1990","China 1990","42","Female","6217300"
"China","1990","China 1990","43","Male","6585400"
"China","1990","China 1990","43","Female","5946800"
"China","1990","China 1990","44","Male","5971600"
"China","1990","China 1990","44","Female","5478300"
"China","1990","China 1990","45","Male","5665700"
"China","1990","China 1990","45","Female","5232900"
"China","1990","China 1990","46","Male","5499400"
"China","1990","China 1990","46","Female","4901800"
"China","1990","China 1990","47","Male","5186700"
"China","1990","China 1990","47","Female","4662300"
"China","1990","China 1990","48","Male","5363200"
"China","1990","China 1990","48","Female","4790100"
"China","1990","China 1990","49","Male","5308100"
"China","1990","China 1990","49","Female","4732300"
"China","1990","China 1990","50","Male","5114200"
"China","1990","China 1990","50","Female","4571400"
"China","1990","China 1990","51","Male","5024100"
"China","1990","China 1990","51","Female","4434700"
"China","1990","China 1990","52","Male","5191000"
"China","1990","China 1990","52","Female","4512800"
"China","1990","China 1990","53","Male","5053400"
"China","1990","China 1990","53","Female","4504700"
"China","1990","China 1990","54","Male","4988300"
"China","1990","China 1990","54","Female","4540100"
"China","1990","China 1990","55","Male","4783800"
"China","1990","China 1990","55","Female","4429900"
"China","1990","China 1990","56","Male","4813900"
"China","1990","China 1990","56","Female","4346700"
"China","1990","China 1990","57","Male","4750000"
"China","1990","China 1990","57","Female","4274700"
"China","1990","China 1990","58","Male","4244500"
"China","1990","China 1990","58","Female","3892100"
"China","1990","China 1990","59","Male","4233800"
"China","1990","China 1990","59","Female","3794600"
"China","1990","China 1990","60","Male","4178700"
"China","1990","China 1990","60","Female","3844000"
"China","1990","China 1990","61","Male","3722800"
"China","1990","China 1990","61","Female","3533400"
"China","1990","China 1990","62","Male","3812300"
"China","1990","China 1990","62","Female","3563800"
"China","1990","China 1990","63","Male","3323100"
"China","1990","China 1990","63","Female","3165200"
"China","1990","China 1990","64","Male","3158800"
"China","1990","China 1990","64","Female","3095600"
"China","1990","China 1990","65","Male","3186300"
"China","1990","China 1990","65","Female","3235400"
"China","1990","China 1990","66","Male","2936600"
"China","1990","China 1990","66","Female","2979500"
"China","1990","China 1990","67","Male","2545400"
"China","1990","China 1990","67","Female","2652700"
"China","1990","China 1990","68","Male","2469100"
"China","1990","China 1990","68","Female","2597600"
"China","1990","China 1990","69","Male","2303600"
"China","1990","China 1990","69","Female","2491700"
"China","1990","China 1990","70","Male","2188600"
"China","1990","China 1990","70","Female","2472300"
"China","1990","China 1990","71","Male","1815900"
"China","1990","China 1990","71","Female","2075500"
"China","1990","China 1990","72","Male","1694900"
"China","1990","China 1990","72","Female","2003100"
"China","1990","China 1990","73","Male","1571400"
"China","1990","China 1990","73","Female","1867200"
"China","1990","China 1990","74","Male","1412800"
"China","1990","China 1990","74","Female","1736600"
"China","1990","China 1990","75","Male","1292500"
"China","1990","China 1990","75","Female","1598000"
"China","1990","China 1990","76","Male","1183500"
"China","1990","China 1990","76","Female","1534400"
"China","1990","China 1990","77","Male","951200"
"China","1990","China 1990","77","Female","1268300"
"China","1990","China 1990","78","Male","815500"
"China","1990","China 1990","78","Female","1117500"
"China","1990","China 1990","79","Male","672900"
"China","1990","China 1990","79","Female","1005700"
"China","1990","China 1990","80","Male","613400"
"China","1990","China 1990","80","Female","939200"
"China","1990","China 1990","81","Male","489400"
"China","1990","China 1990","81","Female","797400"
"China","1990","China 1990","82","Male","393400"
"China","1990","China 1990","82","Female","659300"
"China","1990","China 1990","83","Male","312200"
"China","1990","China 1990","83","Female","568700"
"China","1990","China 1990","84","Male","262500"
"China","1990","China 1990","84","Female","514100"
"China","1990","China 1990","85","Male","205700"
"China","1990","China 1990","85","Female","407900"
"China","1990","China 1990","86","Male","161700"
"China","1990","China 1990","86","Female","333600"
"China","1990","China 1990","87","Male","114300"
"China","1990","China 1990","87","Female","255800"
"China","1990","China 1990","88","Male","86900"
"China","1990","China 1990","88","Female","191900"
"China","1990","China 1990","89","Male","63000"
"China","1990","China 1990","89","Female","151100"
"China","1990","China 1990","90","Male","42400"
"China","1990","China 1990","90","Female","103400"
"China","1990","China 1990","91","Male","22500"
"China","1990","China 1990","91","Female","66900"
"China","1990","China 1990","92","Male","14300"
"China","1990","China 1990","92","Female","46200"
"China","1990","China 1990","93","Male","9300"
"China","1990","China 1990","93","Female","33700"
"China","1990","China 1990","94","Male","8400"
"China","1990","China 1990","94","Female","23300"
"China","1990","China 1990","95","Male","5800"
"China","1990","China 1990","95","Female","18600"
"China","1990","China 1990","96","Male","3600"
"China","1990","China 1990","96","Female","11500"
"China","1990","China 1990","97","Male","1600"
"China","1990","China 1990","97","Female","7300"
"China","1990","China 1990","98","Male","2000"
"China","1990","China 1990","98","Female","3900"
"China","1990","China 1990","99","Male","1300"
"China","1990","China 1990","99","Female","4300"
"China","1990","China 1990","100+","Male","1800"
"China","1990","China 1990","100+","Female","7800"
"Colombia","1973","Colombia 1973","Less than 1 year","Male","257200"
"Colombia","1973","Colombia 1973","Less than 1 year","Female","246870"
"Colombia","1973","Colombia 1973","1 year","Male","260240"
"Colombia","1973","Colombia 1973","1 year","Female","249190"
"Colombia","1973","Colombia 1973","2 years","Male","303050"
"Colombia","1973","Colombia 1973","2 years","Female","292780"
"Colombia","1973","Colombia 1973","3","Male","318240"
"Colombia","1973","Colombia 1973","3","Female","315080"
"Colombia","1973","Colombia 1973","4","Male","317350"
"Colombia","1973","Colombia 1973","4","Female","309760"
"Colombia","1973","Colombia 1973","5","Male","320640"
"Colombia","1973","Colombia 1973","5","Female","310450"
"Colombia","1973","Colombia 1973","6","Male","309880"
"Colombia","1973","Colombia 1973","6","Female","309670"
"Colombia","1973","Colombia 1973","7","Male","327330"
"Colombia","1973","Colombia 1973","7","Female","322920"
"Colombia","1973","Colombia 1973","8","Male","326820"
"Colombia","1973","Colombia 1973","8","Female","315760"
"Colombia","1973","Colombia 1973","9","Male","288240"
"Colombia","1973","Colombia 1973","9","Female","287430"
"Colombia","1973","Colombia 1973","10","Male","324230"
"Colombia","1973","Colombia 1973","10","Female","317160"
"Colombia","1973","Colombia 1973","11","Male","275440"
"Colombia","1973","Colombia 1973","11","Female","271700"
"Colombia","1973","Colombia 1973","12","Male","319210"
"Colombia","1973","Colombia 1973","12","Female","304670"
"Colombia","1973","Colombia 1973","13","Male","281410"
"Colombia","1973","Colombia 1973","13","Female","282520"
"Colombia","1973","Colombia 1973","14","Male","256110"
"Colombia","1973","Colombia 1973","14","Female","259220"
"Colombia","1973","Colombia 1973","15","Male","242390"
"Colombia","1973","Colombia 1973","15","Female","263880"
"Colombia","1973","Colombia 1973","16","Male","225120"
"Colombia","1973","Colombia 1973","16","Female","250030"
"Colombia","1973","Colombia 1973","17","Male","221910"
"Colombia","1973","Colombia 1973","17","Female","244820"
"Colombia","1973","Colombia 1973","18","Male","233060"
"Colombia","1973","Colombia 1973","18","Female","257010"
"Colombia","1973","Colombia 1973","19","Male","174510"
"Colombia","1973","Colombia 1973","19","Female","208500"
"Colombia","1973","Colombia 1973","20","Male","181240"
"Colombia","1973","Colombia 1973","20","Female","224650"
"Colombia","1973","Colombia 1973","21","Male","157900"
"Colombia","1973","Colombia 1973","21","Female","175380"
"Colombia","1973","Colombia 1973","22","Male","167090"
"Colombia","1973","Colombia 1973","22","Female","194340"
"Colombia","1973","Colombia 1973","23","Male","163210"
"Colombia","1973","Colombia 1973","23","Female","191240"
"Colombia","1973","Colombia 1973","24","Male","139980"
"Colombia","1973","Colombia 1973","24","Female","163260"
"Colombia","1973","Colombia 1973","25","Male","153570"
"Colombia","1973","Colombia 1973","25","Female","183020"
"Colombia","1973","Colombia 1973","26","Male","121150"
"Colombia","1973","Colombia 1973","26","Female","137030"
"Colombia","1973","Colombia 1973","27","Male","121540"
"Colombia","1973","Colombia 1973","27","Female","134050"
"Colombia","1973","Colombia 1973","28","Male","126790"
"Colombia","1973","Colombia 1973","28","Female","147500"
